campaign_event_id,member_id,campaign_id,event_date,channel,event_type,journey_stage
CA-001108,JL-0140,CMP-2005,2026-04-20,In App,Open,Commerce
CA-001109,JL-0140,CMP-2004,2026-04-20,In App,Preference Updated,Community
CA-001110,JL-0140,CMP-2002,2026-02-19,In App,Sent,Education
CA-001111,JL-0140,CMP-2001,2026-02-08,Email,Sent,Onboarding
CA-001112,JL-0141,CMP-2003,2026-04-22,Email,Sent,Building
CA-001113,JL-0141,CMP-2004,2026-02-14,App Push,Sent,Community
CA-001114,JL-0141,CMP-2004,2025-12-19,App Push,Sent,Community
CA-001115,JL-0142,CMP-2006,2026-01-05,App Push,Preference Updated,Reconnect
CA-001116,JL-0142,CMP-2002,2026-02-06,In App,Open,Education
CA-001117,JL-0142,CMP-2006,2026-02-13,App Push,Sent,Reconnect
CA-001118,JL-0142,CMP-2004,2026-02-04,App Push,Open,Community
CA-001119,JL-0142,CMP-2003,2025-12-11,App Push,Sent,Building
CA-001120,JL-0142,CMP-2001,2026-02-02,Email,Sent,Onboarding
CA-001121,JL-0143,CMP-2002,2026-01-27,App Push,Open,Education
CA-001122,JL-0143,CMP-2005,2026-02-14,Email,Open,Commerce
CA-001123,JL-0143,CMP-2006,2026-01-21,App Push,Preference Updated,Reconnect
CA-001124,JL-0143,CMP-2004,2026-05-13,App Push,Sent,Community
CA-001125,JL-0143,CMP-2005,2026-01-21,App Push,Sent,Commerce
CA-001126,JL-0143,CMP-2006,2026-01-24,App Push,Sent,Reconnect
CA-001127,JL-0143,CMP-2006,2026-02-26,App Push,Sent,Reconnect
CA-001128,JL-0143,CMP-2003,2026-05-01,Email,Open,Building
CA-001129,JL-0143,CMP-2006,2026-03-16,Email,Sent,Reconnect
CA-001130,JL-0143,CMP-2001,2026-02-07,App Push,Sent,Onboarding
CA-001131,JL-0144,CMP-2001,2026-03-30,Email,Sent,Onboarding
CA-001132,JL-0144,CMP-2004,2026-05-11,Email,Sent,Community
CA-001133,JL-0144,CMP-2002,2026-05-26,Email,Sent,Education
CA-001134,JL-0144,CMP-2003,2026-04-10,Email,Sent,Building
CA-001135,JL-0144,CMP-2006,2026-05-30,App Push,Sent,Reconnect
CA-001136,JL-0144,CMP-2001,2025-12-27,Email,Open,Onboarding
CA-001137,JL-0144,CMP-2005,2026-05-09,In App,Sent,Commerce
CA-001138,JL-0145,CMP-2002,2026-04-27,SMS,Sent,Education
CA-001139,JL-0145,CMP-2003,2026-04-23,SMS,Dismiss,Building
CA-001140,JL-0145,CMP-2002,2026-06-03,App Push,Sent,Education
CA-001141,JL-0146,CMP-2003,2026-05-26,In App,Preference Updated,Building
CA-001142,JL-0146,CMP-2003,2026-01-03,In App,Sent,Building
CA-001143,JL-0146,CMP-2006,2026-02-11,In App,Sent,Reconnect
CA-001144,JL-0146,CMP-2005,2026-02-26,In App,Sent,Commerce
CA-001145,JL-0146,CMP-2006,2026-04-08,App Push,Sent,Reconnect
CA-001146,JL-0146,CMP-2004,2026-01-15,In App,Open,Community
CA-001147,JL-0146,CMP-2003,2025-12-29,In App,Click,Building
CA-001148,JL-0146,CMP-2005,2025-12-12,Email,Sent,Commerce
CA-001149,JL-0147,CMP-2005,2026-05-08,App Push,Sent,Commerce
CA-001150,JL-0147,CMP-2002,2026-03-04,App Push,Open,Education
CA-001151,JL-0147,CMP-2003,2026-04-08,Email,Open,Building
CA-001152,JL-0147,CMP-2005,2026-03-30,App Push,Sent,Commerce
CA-001153,JL-0147,CMP-2004,2025-12-29,App Push,Sent,Community
CA-001154,JL-0147,CMP-2006,2026-03-04,App Push,Sent,Reconnect
CA-001155,JL-0147,CMP-2001,2025-12-22,App Push,Sent,Onboarding
CA-001156,JL-0148,CMP-2003,2026-05-27,Web,Sent,Building
CA-001157,JL-0148,CMP-2004,2026-02-01,In App,Sent,Community
CA-001158,JL-0148,CMP-2003,2025-12-22,Web,Sent,Building
CA-001159,JL-0148,CMP-2005,2026-01-27,In App,Sent,Commerce
CA-001160,JL-0148,CMP-2002,2026-04-04,In App,Open,Education
CA-001161,JL-0148,CMP-2001,2026-02-10,Web,Click,Onboarding
CA-001162,JL-0148,CMP-2001,2026-06-07,Email,Sent,Onboarding
CA-001163,JL-0149,CMP-2004,2026-02-04,Email,Sent,Community
CA-001164,JL-0149,CMP-2002,2026-04-25,In App,Sent,Education
CA-001165,JL-0149,CMP-2002,2026-04-13,In App,Click,Education
CA-001166,JL-0149,CMP-2001,2026-02-16,In App,Sent,Onboarding
CA-001167,JL-0149,CMP-2005,2026-03-25,In App,Sent,Commerce
CA-001168,JL-0149,CMP-2003,2025-12-15,In App,Sent,Building
CA-001169,JL-0149,CMP-2006,2025-12-30,In App,Sent,Reconnect
CA-001170,JL-0149,CMP-2004,2026-05-06,App Push,Conversion,Community
CA-001171,JL-0150,CMP-2005,2026-03-23,In App,Click,Commerce
CA-001172,JL-0150,CMP-2002,2026-02-20,In App,Open,Education
CA-001173,JL-0150,CMP-2002,2026-04-07,App Push,Sent,Education
CA-001174,JL-0150,CMP-2004,2026-05-15,In App,Sent,Community
CA-001175,JL-0151,CMP-2001,2026-01-06,Email,Sent,Onboarding
CA-001176,JL-0151,CMP-2003,2026-05-04,Email,Open,Building
CA-001177,JL-0151,CMP-2005,2026-05-03,In App,Sent,Commerce
CA-001178,JL-0151,CMP-2002,2026-05-31,Email,Open,Education
CA-001179,JL-0151,CMP-2005,2026-05-29,Email,Sent,Commerce
CA-001180,JL-0151,CMP-2001,2025-12-17,Web,Sent,Onboarding
CA-001181,JL-0151,CMP-2001,2026-05-19,Web,Sent,Onboarding
CA-001182,JL-0151,CMP-2002,2026-03-10,Email,Sent,Education
CA-001183,JL-0151,CMP-2001,2026-01-13,Email,Sent,Onboarding
CA-001184,JL-0151,CMP-2004,2026-01-21,In App,Open,Community
CA-001185,JL-0151,CMP-2005,2026-03-09,In App,Sent,Commerce
CA-001186,JL-0151,CMP-2004,2026-01-07,In App,Click,Community
CA-001187,JL-0152,CMP-2003,2025-12-25,Email,Sent,Building
CA-001188,JL-0152,CMP-2006,2025-12-19,Email,Dismiss,Reconnect
CA-001189,JL-0152,CMP-2002,2026-02-16,Email,Open,Education
CA-001190,JL-0152,CMP-2006,2025-12-14,Email,Open,Reconnect
CA-001191,JL-0152,CMP-2003,2026-06-07,In App,Sent,Building
CA-001192,JL-0152,CMP-2005,2026-05-24,Email,Click,Commerce
CA-001193,JL-0152,CMP-2006,2026-02-23,Email,Conversion,Reconnect
CA-001194,JL-0152,CMP-2001,2026-05-02,Email,Preference Updated,Onboarding
CA-001195,JL-0152,CMP-2005,2026-01-14,Email,Click,Commerce
CA-001196,JL-0153,CMP-2001,2025-12-24,In App,Sent,Onboarding
CA-001197,JL-0153,CMP-2004,2026-04-08,Email,Sent,Community
CA-001198,JL-0153,CMP-2006,2026-01-29,Email,Dismiss,Reconnect
CA-001199,JL-0153,CMP-2004,2026-03-08,Email,Open,Community
CA-001200,JL-0153,CMP-2004,2026-05-04,Email,Sent,Community
CA-001201,JL-0153,CMP-2002,2025-12-18,Email,Open,Education
CA-001202,JL-0153,CMP-2005,2026-04-16,Email,Conversion,Commerce
CA-001203,JL-0153,CMP-2002,2026-04-07,Email,Sent,Education
CA-001204,JL-0153,CMP-2002,2026-01-06,Email,Click,Education
CA-001205,JL-0153,CMP-2005,2026-05-05,Email,Click,Commerce
CA-001206,JL-0154,CMP-2004,2026-03-25,Web,Conversion,Community
CA-001207,JL-0154,CMP-2002,2026-01-14,Email,Dismiss,Education
CA-001208,JL-0154,CMP-2004,2025-12-13,In App,Sent,Community
CA-001209,JL-0154,CMP-2003,2026-03-02,Email,Dismiss,Building
CA-001210,JL-0155,CMP-2001,2026-05-26,App Push,Open,Onboarding
CA-001211,JL-0155,CMP-2002,2026-03-07,App Push,Sent,Education
CA-001212,JL-0155,CMP-2006,2026-03-06,Email,Click,Reconnect
CA-001213,JL-0155,CMP-2006,2026-02-11,App Push,Sent,Reconnect
CA-001214,JL-0155,CMP-2003,2026-06-07,In App,Sent,Building
CA-001215,JL-0156,CMP-2003,2026-05-27,Email,Sent,Building
CA-001216,JL-0156,CMP-2002,2026-04-14,In App,Click,Education
CA-001217,JL-0156,CMP-2002,2026-02-07,Email,Sent,Education
CA-001218,JL-0156,CMP-2005,2026-02-17,App Push,Open,Commerce
CA-001219,JL-0156,CMP-2002,2026-05-17,App Push,Sent,Education
CA-001220,JL-0157,CMP-2004,2026-05-09,In App,Open,Community
CA-001221,JL-0157,CMP-2005,2026-05-16,App Push,Dismiss,Commerce
CA-001222,JL-0157,CMP-2003,2025-12-22,In App,Sent,Building
CA-001223,JL-0157,CMP-2002,2026-01-19,In App,Sent,Education
CA-001224,JL-0157,CMP-2004,2026-03-26,Email,Open,Community
CA-001225,JL-0157,CMP-2005,2026-01-17,In App,Sent,Commerce
CA-001226,JL-0157,CMP-2006,2026-01-22,In App,Preference Updated,Reconnect
CA-001227,JL-0157,CMP-2005,2026-01-06,Email,Sent,Commerce
CA-001228,JL-0157,CMP-2004,2026-03-24,In App,Sent,Community
CA-001229,JL-0157,CMP-2004,2026-02-09,In App,Sent,Community
CA-001230,JL-0158,CMP-2006,2026-05-31,App Push,Open,Reconnect
CA-001231,JL-0158,CMP-2005,2026-03-13,Email,Sent,Commerce
CA-001232,JL-0158,CMP-2006,2026-01-09,App Push,Open,Reconnect
CA-001233,JL-0158,CMP-2003,2026-01-04,App Push,Sent,Building
CA-001234,JL-0158,CMP-2001,2026-05-27,App Push,Sent,Onboarding
CA-001235,JL-0158,CMP-2002,2026-03-28,App Push,Dismiss,Education
CA-001236,JL-0158,CMP-2003,2026-02-15,App Push,Sent,Building
CA-001237,JL-0158,CMP-2006,2026-05-06,In App,Click,Reconnect
CA-001238,JL-0159,CMP-2002,2026-03-22,SMS,Sent,Education
CA-001239,JL-0159,CMP-2002,2026-02-22,App Push,Preference Updated,Education
CA-001240,JL-0159,CMP-2001,2026-02-07,App Push,Click,Onboarding
CA-001241,JL-0159,CMP-2003,2026-01-20,SMS,Sent,Building
CA-001242,JL-0159,CMP-2003,2026-03-18,SMS,Sent,Building
CA-001243,JL-0160,CMP-2002,2026-05-21,Email,Sent,Education
CA-001244,JL-0160,CMP-2006,2026-01-21,App Push,Sent,Reconnect
CA-001245,JL-0160,CMP-2003,2026-06-07,In App,Open,Building
CA-001246,JL-0160,CMP-2001,2026-06-07,App Push,Sent,Onboarding
CA-001247,JL-0160,CMP-2006,2026-03-02,App Push,Sent,Reconnect
CA-001248,JL-0160,CMP-2001,2026-05-24,Email,Sent,Onboarding
CA-001249,JL-0160,CMP-2003,2026-01-21,App Push,Click,Building
CA-001250,JL-0160,CMP-2003,2026-03-19,App Push,Click,Building
CA-001251,JL-0161,CMP-2003,2026-01-28,In App,Sent,Building
CA-001252,JL-0161,CMP-2003,2026-05-24,Email,Preference Updated,Building
CA-001253,JL-0161,CMP-2006,2026-04-26,Email,Sent,Reconnect
CA-001254,JL-0161,CMP-2001,2026-03-30,Email,Click,Onboarding
CA-001255,JL-0162,CMP-2001,2026-02-02,Email,Sent,Onboarding
CA-001256,JL-0162,CMP-2005,2026-04-19,Email,Open,Commerce
CA-001257,JL-0162,CMP-2001,2026-02-12,In App,Sent,Onboarding
CA-001258,JL-0162,CMP-2006,2026-05-18,Email,Sent,Reconnect
CA-001259,JL-0162,CMP-2006,2026-03-17,In App,Sent,Reconnect
CA-001260,JL-0162,CMP-2005,2026-03-11,Email,Sent,Commerce
CA-001261,JL-0162,CMP-2005,2025-12-17,Email,Sent,Commerce
CA-001262,JL-0162,CMP-2001,2026-01-16,Email,Sent,Onboarding
CA-001263,JL-0162,CMP-2002,2026-04-06,Email,Preference Updated,Education
CA-001264,JL-0162,CMP-2006,2026-05-08,Email,Open,Reconnect
CA-001265,JL-0162,CMP-2002,2026-04-09,Email,Dismiss,Education
CA-001266,JL-0163,CMP-2002,2026-04-22,Email,Sent,Education
CA-001267,JL-0163,CMP-2001,2026-05-15,Email,Open,Onboarding
CA-001268,JL-0163,CMP-2004,2026-05-05,In App,Open,Community
CA-001269,JL-0163,CMP-2001,2026-05-14,App Push,Open,Onboarding
CA-001270,JL-0163,CMP-2006,2026-01-07,App Push,Sent,Reconnect
CA-001271,JL-0163,CMP-2005,2026-01-25,In App,Sent,Commerce
CA-001272,JL-0163,CMP-2003,2026-02-09,Email,Open,Building
CA-001273,JL-0163,CMP-2002,2026-03-25,In App,Click,Education
CA-001274,JL-0163,CMP-2005,2025-12-27,In App,Sent,Commerce
CA-001275,JL-0164,CMP-2005,2026-02-01,Email,Sent,Commerce
CA-001276,JL-0164,CMP-2004,2026-01-03,App Push,Sent,Community
CA-001277,JL-0164,CMP-2005,2026-05-03,In App,Open,Commerce
CA-001278,JL-0164,CMP-2006,2026-05-24,In App,Sent,Reconnect
CA-001279,JL-0164,CMP-2002,2025-12-17,In App,Sent,Education
CA-001280,JL-0164,CMP-2004,2025-12-15,App Push,Conversion,Community
CA-001281,JL-0164,CMP-2006,2026-05-11,App Push,Open,Reconnect
CA-001282,JL-0164,CMP-2004,2026-03-28,App Push,Sent,Community
CA-001283,JL-0164,CMP-2006,2026-01-04,In App,Open,Reconnect
CA-001284,JL-0164,CMP-2002,2026-02-22,App Push,Sent,Education
CA-001285,JL-0164,CMP-2001,2026-03-23,In App,Unsubscribe,Onboarding
CA-001286,JL-0164,CMP-2003,2026-02-17,App Push,Sent,Building
CA-001287,JL-0165,CMP-2002,2026-04-23,Email,Open,Education
CA-001288,JL-0165,CMP-2002,2026-04-15,App Push,Open,Education
CA-001289,JL-0165,CMP-2001,2026-03-17,Email,Open,Onboarding
CA-001290,JL-0165,CMP-2001,2025-12-14,Email,Open,Onboarding
CA-001291,JL-0165,CMP-2004,2026-04-24,SMS,Open,Community
CA-001292,JL-0165,CMP-2005,2026-02-26,Email,Sent,Commerce
CA-001293,JL-0165,CMP-2001,2026-03-15,SMS,Sent,Onboarding
CA-001294,JL-0165,CMP-2003,2025-12-11,Email,Sent,Building
CA-001295,JL-0165,CMP-2002,2026-03-27,App Push,Preference Updated,Education
CA-001296,JL-0166,CMP-2005,2026-01-08,App Push,Sent,Commerce
CA-001297,JL-0166,CMP-2002,2026-03-09,Email,Click,Education
CA-001298,JL-0166,CMP-2003,2026-04-23,App Push,Dismiss,Building
CA-001299,JL-0166,CMP-2006,2026-05-22,App Push,Sent,Reconnect
CA-001300,JL-0166,CMP-2003,2026-02-07,In App,Sent,Building
CA-001301,JL-0166,CMP-2006,2026-01-04,App Push,Sent,Reconnect
CA-001302,JL-0166,CMP-2006,2026-04-17,App Push,Open,Reconnect
CA-001303,JL-0167,CMP-2005,2026-04-23,App Push,Sent,Commerce
CA-001304,JL-0167,CMP-2004,2026-06-01,App Push,Sent,Community
CA-001305,JL-0167,CMP-2005,2026-03-29,In App,Open,Commerce
CA-001306,JL-0167,CMP-2004,2025-12-29,In App,Sent,Community
CA-001307,JL-0167,CMP-2005,2026-04-16,In App,Dismiss,Commerce
CA-001308,JL-0167,CMP-2003,2026-06-05,Email,Sent,Building
CA-001309,JL-0168,CMP-2002,2026-04-18,App Push,Click,Education
CA-001310,JL-0168,CMP-2002,2026-04-19,In App,Sent,Education
CA-001311,JL-0168,CMP-2002,2026-01-09,In App,Sent,Education
CA-001312,JL-0168,CMP-2004,2026-03-17,Email,Preference Updated,Community
CA-001313,JL-0168,CMP-2004,2026-03-28,App Push,Sent,Community
CA-001314,JL-0168,CMP-2001,2026-05-15,In App,Sent,Onboarding
CA-001315,JL-0168,CMP-2002,2026-02-08,App Push,Click,Education
CA-001316,JL-0168,CMP-2006,2026-02-11,In App,Sent,Reconnect
CA-001317,JL-0168,CMP-2006,2026-02-26,In App,Click,Reconnect
CA-001318,JL-0169,CMP-2001,2026-04-26,App Push,Sent,Onboarding
CA-001319,JL-0169,CMP-2003,2026-03-10,Email,Sent,Building
CA-001320,JL-0169,CMP-2006,2026-06-02,Email,Open,Reconnect
CA-001321,JL-0169,CMP-2006,2026-02-21,In App,Sent,Reconnect
CA-001322,JL-0169,CMP-2005,2026-04-18,Email,Sent,Commerce
CA-001323,JL-0169,CMP-2001,2026-01-14,Email,Open,Onboarding
CA-001324,JL-0169,CMP-2006,2026-01-09,Email,Conversion,Reconnect
CA-001325,JL-0169,CMP-2006,2026-01-11,Email,Open,Reconnect
CA-001326,JL-0169,CMP-2006,2026-01-25,Email,Sent,Reconnect
CA-001327,JL-0169,CMP-2004,2026-03-12,Email,Sent,Community
CA-001328,JL-0169,CMP-2001,2026-05-31,In App,Open,Onboarding
CA-001329,JL-0170,CMP-2002,2025-12-28,In App,Sent,Education
CA-001330,JL-0170,CMP-2003,2026-04-13,Email,Sent,Building
CA-001331,JL-0170,CMP-2005,2026-01-03,Email,Sent,Commerce
CA-001332,JL-0171,CMP-2003,2026-01-20,App Push,Sent,Building
CA-001333,JL-0171,CMP-2005,2026-04-07,Email,Sent,Commerce
CA-001334,JL-0171,CMP-2002,2026-05-29,App Push,Dismiss,Education
CA-001335,JL-0171,CMP-2001,2025-12-20,App Push,Sent,Onboarding
CA-001336,JL-0171,CMP-2003,2026-01-24,Email,Open,Building
CA-001337,JL-0172,CMP-2001,2026-04-25,App Push,Sent,Onboarding
CA-001338,JL-0172,CMP-2001,2026-06-03,Email,Sent,Onboarding
CA-001339,JL-0172,CMP-2004,2026-04-21,In App,Preference Updated,Community
CA-001340,JL-0172,CMP-2005,2026-03-12,Email,Sent,Commerce
CA-001341,JL-0172,CMP-2003,2026-06-05,App Push,Sent,Building
CA-001342,JL-0173,CMP-2003,2026-03-02,In App,Conversion,Building
CA-001343,JL-0173,CMP-2005,2026-03-25,Email,Sent,Commerce
CA-001344,JL-0173,CMP-2006,2026-03-27,App Push,Open,Reconnect
CA-001345,JL-0173,CMP-2001,2026-04-01,App Push,Open,Onboarding
CA-001346,JL-0173,CMP-2005,2026-01-29,App Push,Sent,Commerce
CA-001347,JL-0173,CMP-2006,2026-06-06,Email,Sent,Reconnect
CA-001348,JL-0173,CMP-2003,2026-03-19,Email,Dismiss,Building
CA-001349,JL-0174,CMP-2001,2025-12-11,Email,Open,Onboarding
CA-001350,JL-0174,CMP-2002,2026-02-12,In App,Sent,Education
CA-001351,JL-0174,CMP-2004,2026-02-07,App Push,Sent,Community
CA-001352,JL-0174,CMP-2002,2025-12-15,App Push,Preference Updated,Education
CA-001353,JL-0174,CMP-2001,2026-04-19,App Push,Sent,Onboarding
CA-001354,JL-0175,CMP-2004,2026-03-10,App Push,Click,Community
CA-001355,JL-0175,CMP-2001,2026-05-29,Email,Open,Onboarding
CA-001356,JL-0175,CMP-2003,2026-03-20,Email,Sent,Building
CA-001357,JL-0175,CMP-2001,2026-03-06,In App,Sent,Onboarding
CA-001358,JL-0175,CMP-2005,2026-06-04,Email,Sent,Commerce
CA-001359,JL-0175,CMP-2005,2025-12-31,In App,Open,Commerce
CA-001360,JL-0175,CMP-2002,2026-04-17,Email,Open,Education
CA-001361,JL-0175,CMP-2003,2026-03-02,Email,Click,Building
CA-001362,JL-0175,CMP-2001,2026-05-07,Email,Sent,Onboarding
CA-001363,JL-0176,CMP-2001,2026-05-20,In App,Sent,Onboarding
CA-001364,JL-0176,CMP-2005,2026-05-17,Email,Open,Commerce
CA-001365,JL-0176,CMP-2004,2026-05-13,Email,Click,Community
CA-001366,JL-0176,CMP-2003,2026-02-24,App Push,Open,Building
CA-001367,JL-0177,CMP-2005,2026-05-21,App Push,Sent,Commerce
CA-001368,JL-0177,CMP-2002,2026-02-10,App Push,Sent,Education
CA-001369,JL-0177,CMP-2005,2026-04-02,Email,Sent,Commerce
CA-001370,JL-0177,CMP-2002,2026-01-22,Email,Sent,Education
CA-001371,JL-0177,CMP-2002,2025-12-31,App Push,Sent,Education
CA-001372,JL-0177,CMP-2003,2026-05-14,App Push,Sent,Building
CA-001373,JL-0177,CMP-2004,2026-03-14,In App,Click,Community
CA-001374,JL-0177,CMP-2005,2026-05-21,App Push,Sent,Commerce
CA-001375,JL-0177,CMP-2006,2026-01-04,Email,Sent,Reconnect
CA-001376,JL-0177,CMP-2003,2025-12-22,Email,Open,Building
CA-001377,JL-0178,CMP-2002,2026-05-10,Email,Sent,Education
CA-001378,JL-0178,CMP-2001,2025-12-25,In App,Sent,Onboarding
CA-001379,JL-0178,CMP-2006,2025-12-28,In App,Conversion,Reconnect
CA-001380,JL-0178,CMP-2005,2026-04-01,In App,Sent,Commerce
CA-001381,JL-0179,CMP-2006,2026-06-05,App Push,Open,Reconnect
CA-001382,JL-0179,CMP-2003,2026-02-28,In App,Sent,Building
CA-001383,JL-0179,CMP-2006,2025-12-16,App Push,Sent,Reconnect
CA-001384,JL-0179,CMP-2005,2026-04-26,App Push,Sent,Commerce
CA-001385,JL-0179,CMP-2001,2026-05-26,In App,Preference Updated,Onboarding
CA-001386,JL-0180,CMP-2001,2025-12-24,In App,Sent,Onboarding
CA-001387,JL-0180,CMP-2005,2026-04-21,In App,Sent,Commerce
CA-001388,JL-0180,CMP-2002,2026-02-03,Email,Open,Education
CA-001389,JL-0180,CMP-2003,2026-01-08,App Push,Open,Building
CA-001390,JL-0180,CMP-2001,2025-12-11,In App,Sent,Onboarding
CA-001391,JL-0180,CMP-2003,2026-05-24,App Push,Unsubscribe,Building
CA-001392,JL-0180,CMP-2006,2026-02-28,App Push,Sent,Reconnect
CA-001393,JL-0180,CMP-2001,2026-04-02,Email,Sent,Onboarding
CA-001394,JL-0180,CMP-2005,2026-03-30,In App,Sent,Commerce
CA-001395,JL-0181,CMP-2005,2026-04-25,Email,Sent,Commerce
CA-001396,JL-0181,CMP-2002,2026-03-15,Email,Open,Education
CA-001397,JL-0181,CMP-2001,2026-03-30,In App,Sent,Onboarding
CA-001398,JL-0181,CMP-2001,2026-04-29,In App,Preference Updated,Onboarding
CA-001399,JL-0182,CMP-2004,2025-12-31,In App,Click,Community
CA-001400,JL-0182,CMP-2003,2026-03-09,In App,Sent,Building
CA-001401,JL-0182,CMP-2001,2026-05-11,Email,Dismiss,Onboarding
CA-001402,JL-0182,CMP-2002,2026-05-13,App Push,Preference Updated,Education
CA-001403,JL-0182,CMP-2004,2026-04-08,Email,Sent,Community
CA-001404,JL-0182,CMP-2003,2026-02-26,In App,Sent,Building
CA-001405,JL-0182,CMP-2002,2026-05-29,In App,Open,Education
CA-001406,JL-0182,CMP-2004,2026-04-13,App Push,Sent,Community
CA-001407,JL-0182,CMP-2004,2026-05-10,App Push,Open,Community
CA-001408,JL-0182,CMP-2006,2025-12-22,In App,Sent,Reconnect
CA-001409,JL-0182,CMP-2005,2025-12-30,In App,Sent,Commerce
CA-001410,JL-0183,CMP-2004,2026-01-20,Email,Open,Community
CA-001411,JL-0183,CMP-2004,2026-02-13,In App,Sent,Community
CA-001412,JL-0183,CMP-2005,2026-03-03,Email,Open,Commerce
CA-001413,JL-0183,CMP-2001,2025-12-26,App Push,Open,Onboarding
CA-001414,JL-0184,CMP-2005,2026-02-09,App Push,Open,Commerce
CA-001415,JL-0184,CMP-2002,2026-04-24,App Push,Open,Education
CA-001416,JL-0184,CMP-2002,2026-02-13,App Push,Conversion,Education
CA-001417,JL-0184,CMP-2006,2026-02-05,App Push,Click,Reconnect
CA-001418,JL-0184,CMP-2003,2026-01-10,App Push,Sent,Building
CA-001419,JL-0184,CMP-2002,2026-01-31,Email,Dismiss,Education
CA-001420,JL-0184,CMP-2004,2026-03-01,In App,Open,Community
CA-001421,JL-0184,CMP-2001,2026-02-24,App Push,Click,Onboarding
CA-001422,JL-0184,CMP-2001,2026-05-16,Email,Sent,Onboarding
CA-001423,JL-0185,CMP-2004,2026-04-20,App Push,Sent,Community
CA-001424,JL-0185,CMP-2005,2026-02-18,App Push,Open,Commerce
CA-001425,JL-0185,CMP-2001,2026-03-13,App Push,Open,Onboarding
CA-001426,JL-0185,CMP-2001,2026-05-14,In App,Sent,Onboarding
CA-001427,JL-0185,CMP-2005,2025-12-29,App Push,Conversion,Commerce
CA-001428,JL-0185,CMP-2005,2026-02-23,App Push,Open,Commerce
CA-001429,JL-0185,CMP-2004,2026-02-07,App Push,Open,Community
CA-001430,JL-0185,CMP-2004,2026-03-16,App Push,Conversion,Community
CA-001431,JL-0186,CMP-2006,2026-03-01,Email,Open,Reconnect
CA-001432,JL-0186,CMP-2003,2026-02-06,Email,Click,Building
CA-001433,JL-0186,CMP-2004,2026-03-04,Email,Open,Community
CA-001434,JL-0186,CMP-2004,2026-04-28,Email,Open,Community
CA-001435,JL-0186,CMP-2006,2026-05-16,App Push,Sent,Reconnect
CA-001436,JL-0186,CMP-2002,2026-02-02,App Push,Dismiss,Education
CA-001437,JL-0186,CMP-2004,2026-04-17,Email,Sent,Community
CA-001438,JL-0186,CMP-2003,2026-02-22,Email,Sent,Building
CA-001439,JL-0186,CMP-2001,2026-02-07,App Push,Click,Onboarding
CA-001440,JL-0187,CMP-2004,2026-01-12,In App,Sent,Community
CA-001441,JL-0187,CMP-2002,2025-12-12,Email,Click,Education
CA-001442,JL-0187,CMP-2003,2026-02-08,Email,Dismiss,Building
CA-001443,JL-0187,CMP-2005,2026-02-26,Email,Click,Commerce
CA-001444,JL-0187,CMP-2005,2026-04-17,Email,Sent,Commerce
CA-001445,JL-0187,CMP-2002,2026-05-26,Email,Sent,Education
CA-001446,JL-0187,CMP-2004,2026-02-16,Email,Dismiss,Community
CA-001447,JL-0188,CMP-2001,2026-02-19,App Push,Open,Onboarding
CA-001448,JL-0188,CMP-2004,2026-05-06,App Push,Click,Community
CA-001449,JL-0188,CMP-2005,2026-01-29,In App,Click,Commerce
CA-001450,JL-0188,CMP-2005,2026-05-24,Email,Sent,Commerce
CA-001451,JL-0188,CMP-2002,2026-03-31,In App,Open,Education
CA-001452,JL-0188,CMP-2003,2026-05-22,Email,Open,Building
CA-001453,JL-0188,CMP-2003,2026-04-18,Email,Dismiss,Building
CA-001454,JL-0188,CMP-2002,2026-01-04,In App,Sent,Education
CA-001455,JL-0188,CMP-2006,2026-01-05,In App,Sent,Reconnect
CA-001456,JL-0189,CMP-2003,2026-02-10,App Push,Dismiss,Building
CA-001457,JL-0189,CMP-2001,2025-12-28,In App,Sent,Onboarding
CA-001458,JL-0189,CMP-2003,2025-12-26,Email,Sent,Building
CA-001459,JL-0189,CMP-2001,2026-05-05,App Push,Click,Onboarding
CA-001460,JL-0189,CMP-2001,2026-03-07,App Push,Open,Onboarding
CA-001461,JL-0189,CMP-2004,2026-05-07,App Push,Sent,Community
CA-001462,JL-0189,CMP-2002,2026-02-21,In App,Open,Education
CA-001463,JL-0189,CMP-2006,2026-04-04,Email,Sent,Reconnect
CA-001464,JL-0190,CMP-2003,2026-01-12,In App,Dismiss,Building
CA-001465,JL-0190,CMP-2005,2026-01-19,Email,Open,Commerce
CA-001466,JL-0190,CMP-2006,2026-05-25,App Push,Dismiss,Reconnect
CA-001467,JL-0190,CMP-2001,2026-04-27,App Push,Sent,Onboarding
CA-001468,JL-0190,CMP-2002,2026-04-25,In App,Sent,Education
CA-001469,JL-0191,CMP-2005,2026-04-22,Email,Click,Commerce
CA-001470,JL-0191,CMP-2006,2026-03-14,Email,Click,Reconnect
CA-001471,JL-0191,CMP-2004,2026-03-07,App Push,Sent,Community
CA-001472,JL-0191,CMP-2003,2025-12-11,App Push,Sent,Building
CA-001473,JL-0191,CMP-2003,2026-02-04,Email,Open,Building
CA-001474,JL-0191,CMP-2005,2026-01-28,Email,Sent,Commerce
CA-001475,JL-0191,CMP-2003,2026-03-18,App Push,Sent,Building
CA-001476,JL-0191,CMP-2005,2025-12-23,App Push,Open,Commerce
CA-001477,JL-0191,CMP-2004,2026-05-28,In App,Sent,Community
CA-001478,JL-0192,CMP-2002,2026-02-28,In App,Click,Education
