event_id,member_id,event_date,event_type,source,related_habit_interest
ME-001276,JL-0182,2026-05-26,Routine Started,SMS,Rest
ME-001277,JL-0182,2026-05-19,Plan Renewed,SMS,Rest
ME-001278,JL-0182,2026-05-04,Routine Started,SMS,Rest
ME-001279,JL-0182,2026-05-10,Routine Started,Support,Move
ME-001280,JL-0182,2026-05-18,Routine Completed,Email,Move
ME-001281,JL-0182,2026-05-09,Routine Started,Email,Rest
ME-001282,JL-0182,2026-06-01,Plan Renewed,SMS,Rest
ME-001283,JL-0183,2025-05-09,Plan Started,App,Nourish
ME-001284,JL-0183,2025-08-29,Routine Completed,App Push,Nourish
ME-001285,JL-0183,2025-06-30,Routine Completed,Support,Nourish
ME-001286,JL-0183,2025-12-18,Routine Started,SMS,Nourish
ME-001287,JL-0183,2025-09-20,Routine Started,App Push,Nourish
ME-001288,JL-0183,2026-02-13,Plan Renewed,App,Organize
ME-001289,JL-0183,2026-04-25,Routine Started,SMS,Nourish
ME-001290,JL-0183,2025-08-20,Community Joined,SMS,Nourish
ME-001291,JL-0183,2026-02-22,Routine Started,App,Nourish
ME-001292,JL-0183,2025-10-27,Routine Started,SMS,Nourish
ME-001293,JL-0183,2026-01-26,Plan Renewed,Email,Organize
ME-001294,JL-0183,2026-03-02,Plan Renewed,SMS,Nourish
ME-001295,JL-0184,2025-09-08,Plan Started,App,Move
ME-001296,JL-0184,2025-12-08,Routine Completed,App,Connect
ME-001297,JL-0184,2026-03-06,Community Joined,App Push,Move
ME-001298,JL-0184,2025-12-16,Routine Started,Email,Move
ME-001299,JL-0184,2026-01-24,Preference Updated,SMS,Move
ME-001300,JL-0184,2025-10-26,Routine Completed,App,Move
ME-001301,JL-0184,2026-03-13,Plan Renewed,Email,Move
ME-001302,JL-0185,2025-08-09,Plan Started,Email,Nourish
ME-001303,JL-0185,2026-04-01,Plan Paused,SMS,Nourish
ME-001304,JL-0185,2025-08-17,Routine Started,App,Nourish
ME-001305,JL-0185,2025-10-09,Preference Updated,App Push,Nourish
ME-001306,JL-0186,2025-10-22,Plan Started,Web,Connect
ME-001307,JL-0186,2026-05-18,Routine Completed,App Push,Move
ME-001308,JL-0186,2025-12-23,Routine Completed,SMS,Move
ME-001309,JL-0186,2026-03-30,Routine Started,App Push,Move
ME-001310,JL-0186,2025-12-27,Plan Renewed,Support,Connect
ME-001311,JL-0187,2024-12-31,Plan Started,Email,Organize
ME-001312,JL-0187,2025-01-09,Routine Started,Web,Connect
ME-001313,JL-0187,2025-10-05,Plan Renewed,Web,Organize
ME-001314,JL-0187,2025-08-07,Routine Started,Support,Connect
ME-001315,JL-0187,2025-12-22,Routine Completed,Web,Organize
ME-001316,JL-0188,2025-12-12,Plan Started,Email,Connect
ME-001317,JL-0188,2026-02-23,Routine Completed,Support,Connect
ME-001318,JL-0188,2026-03-11,Routine Completed,Web,Connect
ME-001319,JL-0189,2025-09-14,Plan Started,Web,Move
ME-001320,JL-0189,2025-12-15,Routine Completed,App Push,Move
ME-001321,JL-0189,2026-01-01,Routine Completed,Support,Connect
ME-001322,JL-0189,2025-10-13,Preference Updated,Web,Connect
ME-001323,JL-0189,2025-11-26,Routine Started,Web,Connect
ME-001324,JL-0189,2026-03-02,Routine Started,SMS,Connect
ME-001325,JL-0189,2025-12-20,Plan Renewed,Support,Move
ME-001326,JL-0189,2025-12-06,Preference Updated,Web,Move
ME-001327,JL-0190,2025-12-12,Trial Started,Email,Nourish
ME-001328,JL-0190,2026-02-09,Community Joined,SMS,Nourish
ME-001329,JL-0190,2026-02-16,Routine Started,SMS,Nourish
ME-001330,JL-0190,2026-03-25,Routine Completed,SMS,Nourish
ME-001331,JL-0190,2026-05-10,Plan Renewed,Email,Nourish
ME-001332,JL-0190,2026-03-11,Routine Completed,App Push,Nourish
ME-001333,JL-0190,2026-03-30,Plan Paused,Support,Nourish
ME-001334,JL-0190,2026-04-01,Plan Paused,App,Rest
ME-001335,JL-0190,2026-05-19,Routine Started,Web,Nourish
ME-001336,JL-0191,2026-04-21,Plan Started,App,Nourish
ME-001337,JL-0191,2026-04-28,Plan Renewed,Email,Nourish
ME-001338,JL-0191,2026-04-26,Routine Completed,SMS,Connect
ME-001339,JL-0191,2026-04-29,Preference Updated,App Push,Nourish
ME-001340,JL-0192,2026-03-11,Plan Started,App,Nourish
ME-001341,JL-0192,2026-05-08,Preference Updated,Support,Organize
ME-001342,JL-0192,2026-03-31,Routine Started,App Push,Nourish
ME-001343,JL-0192,2026-03-24,Routine Completed,SMS,Organize
ME-001344,JL-0192,2026-04-15,Community Joined,App Push,Nourish
ME-001345,JL-0192,2026-04-10,Routine Completed,App,Organize
ME-001346,JL-0192,2026-04-11,Plan Paused,Support,Nourish
ME-001347,JL-0193,2026-03-17,Trial Started,Web,Move
ME-001348,JL-0193,2026-05-14,Routine Completed,SMS,Connect
ME-001349,JL-0193,2026-06-04,Routine Started,SMS,Move
ME-001350,JL-0193,2026-03-20,Routine Started,Email,Move
ME-001351,JL-0193,2026-04-16,Routine Started,App,Connect
ME-001352,JL-0193,2026-03-25,Routine Started,App,Move
ME-001353,JL-0194,2025-05-27,Preference Updated,Web,Mindful
ME-001354,JL-0194,2025-10-09,Routine Started,Support,Mindful
ME-001355,JL-0194,2025-10-05,Community Joined,App Push,Connect
ME-001356,JL-0194,2026-04-16,Preference Updated,SMS,Mindful
ME-001357,JL-0194,2026-04-02,Routine Started,App,Mindful
ME-001358,JL-0194,2026-03-25,Routine Started,SMS,Mindful
ME-001359,JL-0194,2026-01-29,Community Joined,Email,Mindful
ME-001360,JL-0195,2026-05-16,Plan Started,Email,Organize
ME-001361,JL-0195,2026-05-17,Plan Renewed,Email,Organize
ME-001362,JL-0195,2026-05-23,Routine Completed,App,Organize
ME-001363,JL-0195,2026-06-05,Routine Started,Email,Nourish
ME-001364,JL-0195,2026-05-28,Routine Completed,Email,Organize
ME-001365,JL-0195,2026-05-23,Routine Completed,App Push,Organize
ME-001366,JL-0196,2026-03-14,Preference Updated,App,Connect
ME-001367,JL-0196,2026-06-04,Preference Updated,Web,Connect
ME-001368,JL-0196,2026-03-31,Routine Started,Email,Organize
ME-001369,JL-0197,2024-11-06,Plan Started,App,Nourish
ME-001370,JL-0197,2025-05-28,Plan Paused,Support,Nourish
ME-001371,JL-0197,2025-01-24,Routine Started,Email,Nourish
ME-001372,JL-0197,2025-02-25,Routine Started,App,Nourish
ME-001373,JL-0197,2026-06-07,Plan Paused,Web,Mindful
ME-001374,JL-0198,2025-04-27,Plan Started,Email,Mindful
ME-001375,JL-0198,2025-10-30,Routine Completed,Support,Rest
ME-001376,JL-0198,2026-03-16,Routine Started,Web,Mindful
ME-001377,JL-0198,2025-12-11,Routine Started,Email,Rest
ME-001378,JL-0198,2025-05-14,Plan Renewed,Email,Mindful
ME-001379,JL-0198,2026-05-22,Plan Renewed,App,Mindful
ME-001380,JL-0198,2025-06-30,Plan Canceled,Web,Rest
ME-001381,JL-0199,2025-07-15,Plan Started,Email,Mindful
ME-001382,JL-0199,2025-12-17,Plan Renewed,SMS,Move
ME-001383,JL-0199,2025-12-26,Routine Completed,Email,Mindful
ME-001384,JL-0199,2026-01-19,Routine Started,App Push,Mindful
ME-001385,JL-0199,2026-05-20,Plan Renewed,Web,Mindful
ME-001386,JL-0199,2026-01-05,Plan Renewed,Support,Move
ME-001387,JL-0199,2025-11-13,Routine Completed,SMS,Move
ME-001388,JL-0199,2025-12-19,Routine Started,App Push,Move
ME-001389,JL-0200,2026-05-14,Trial Started,App,Organize
ME-001390,JL-0200,2026-05-20,Routine Started,App Push,Organize
ME-001391,JL-0200,2026-05-15,Routine Completed,App,Organize
ME-001392,JL-0200,2026-06-07,Routine Started,SMS,Move
ME-001393,JL-0200,2026-06-07,Routine Completed,App Push,Organize
ME-001394,JL-0200,2026-05-29,Plan Canceled,Email,Organize
ME-001395,JL-0200,2026-05-26,Community Joined,App,Organize
ME-001396,JL-0200,2026-05-18,Routine Started,Web,Move
ME-001397,JL-0200,2026-05-22,Routine Completed,Email,Organize
ME-001398,JL-0201,2024-08-09,Plan Started,App,Move
ME-001399,JL-0201,2024-11-23,Community Joined,Email,Move
ME-001400,JL-0201,2025-08-30,Preference Updated,App,Move
ME-001401,JL-0201,2026-01-18,Routine Started,App,Move
ME-001402,JL-0201,2026-04-08,Plan Renewed,SMS,Move
ME-001403,JL-0201,2025-09-26,Routine Completed,App Push,Move
ME-001404,JL-0201,2025-07-25,Routine Started,Web,Move
ME-001405,JL-0202,2026-01-24,Trial Started,App,Connect
ME-001406,JL-0202,2026-05-12,Routine Completed,SMS,Connect
ME-001407,JL-0202,2026-05-27,Routine Started,Email,Connect
ME-001408,JL-0202,2026-03-26,Routine Completed,Email,Connect
ME-001409,JL-0202,2026-06-01,Routine Completed,App,Connect
ME-001410,JL-0203,2026-01-23,Plan Started,App,Mindful
ME-001411,JL-0203,2026-04-02,Routine Completed,Support,Mindful
ME-001412,JL-0203,2026-02-10,Routine Started,Email,Mindful
ME-001413,JL-0203,2026-05-23,Community Joined,SMS,Mindful
ME-001414,JL-0203,2026-03-08,Preference Updated,Support,Organize
ME-001415,JL-0203,2026-03-19,Routine Completed,Web,Organize
ME-001416,JL-0203,2026-04-12,Routine Started,SMS,Organize
ME-001417,JL-0203,2026-03-24,Routine Completed,App,Mindful
ME-001418,JL-0204,2026-05-26,Plan Started,Web,Rest
ME-001419,JL-0204,2026-05-31,Preference Updated,Web,Rest
ME-001420,JL-0204,2026-06-04,Plan Canceled,Support,Rest
ME-001421,JL-0204,2026-05-30,Routine Completed,App,Rest
ME-001422,JL-0204,2026-06-06,Routine Started,Email,Rest
ME-001423,JL-0204,2026-06-01,Routine Started,App Push,Rest
ME-001424,JL-0204,2026-06-01,Plan Canceled,Email,Connect
ME-001425,JL-0204,2026-06-02,Routine Completed,Support,Rest
ME-001426,JL-0204,2026-06-04,Routine Started,Web,Connect
ME-001427,JL-0205,2026-02-06,Preference Updated,Web,Organize
ME-001428,JL-0205,2026-05-14,Routine Started,SMS,Organize
ME-001429,JL-0205,2026-06-01,Routine Started,SMS,Organize
ME-001430,JL-0205,2026-06-04,Preference Updated,Email,Organize
ME-001431,JL-0205,2026-05-08,Preference Updated,Support,Organize
ME-001432,JL-0205,2026-04-20,Routine Completed,Email,Organize
ME-001433,JL-0205,2026-04-10,Routine Started,Email,Organize
ME-001434,JL-0205,2026-05-13,Routine Started,SMS,Move
ME-001435,JL-0205,2026-02-18,Routine Started,Support,Organize
ME-001436,JL-0205,2026-02-11,Routine Completed,App Push,Organize
ME-001437,JL-0206,2025-03-09,Plan Started,Web,Mindful
ME-001438,JL-0206,2026-03-17,Preference Updated,Email,Mindful
ME-001439,JL-0206,2026-05-19,Preference Updated,Web,Organize
ME-001440,JL-0206,2025-03-23,Plan Renewed,Email,Mindful
ME-001441,JL-0206,2025-05-23,Routine Started,Support,Mindful
ME-001442,JL-0207,2026-05-30,Trial Started,Web,Organize
ME-001443,JL-0207,2026-06-06,Preference Updated,App Push,Organize
ME-001444,JL-0207,2026-06-04,Routine Completed,Email,Organize
ME-001445,JL-0207,2026-06-02,Routine Started,Support,Organize
ME-001446,JL-0207,2026-06-02,Routine Completed,App Push,Organize
ME-001447,JL-0207,2026-06-03,Plan Renewed,Email,Organize
ME-001448,JL-0208,2026-04-13,Preference Updated,App,Organize
ME-001449,JL-0208,2026-05-08,Routine Completed,Email,Organize
ME-001450,JL-0208,2026-04-19,Routine Started,SMS,Mindful
ME-001451,JL-0208,2026-04-14,Routine Started,Support,Mindful
ME-001452,JL-0208,2026-05-21,Routine Completed,Email,Organize
ME-001453,JL-0209,2024-09-08,Trial Started,Web,Organize
ME-001454,JL-0209,2025-08-03,Plan Renewed,SMS,Organize
ME-001455,JL-0209,2025-10-14,Community Joined,App Push,Organize
ME-001456,JL-0209,2026-03-08,Routine Completed,App Push,Organize
ME-001457,JL-0209,2025-07-27,Plan Paused,App Push,Nourish
ME-001458,JL-0209,2025-03-02,Routine Started,App,Organize
ME-001459,JL-0209,2025-02-27,Preference Updated,Email,Organize
ME-001460,JL-0210,2026-04-25,Plan Started,Web,Move
ME-001461,JL-0210,2026-05-12,Plan Renewed,App,Move
ME-001462,JL-0210,2026-04-27,Preference Updated,Support,Nourish
ME-001463,JL-0210,2026-05-04,Plan Renewed,SMS,Move
ME-001464,JL-0210,2026-05-17,Routine Completed,App Push,Nourish
ME-001465,JL-0210,2026-05-30,Routine Completed,Web,Move
ME-001466,JL-0210,2026-05-12,Preference Updated,SMS,Nourish
ME-001467,JL-0210,2026-05-26,Routine Completed,Web,Move
ME-001468,JL-0211,2026-02-07,Plan Started,Email,Rest
ME-001469,JL-0211,2026-04-01,Routine Completed,Support,Rest
ME-001470,JL-0211,2026-05-05,Routine Started,SMS,Connect
ME-001471,JL-0211,2026-03-28,Plan Paused,App Push,Rest
ME-001472,JL-0211,2026-05-27,Plan Paused,SMS,Rest
ME-001473,JL-0212,2025-04-28,Plan Started,Web,Rest
ME-001474,JL-0212,2025-11-10,Routine Started,Web,Rest
ME-001475,JL-0212,2025-12-18,Community Joined,Email,Rest
ME-001476,JL-0212,2025-10-03,Community Joined,Email,Organize
ME-001477,JL-0212,2025-09-27,Plan Renewed,Email,Organize
ME-001478,JL-0212,2026-02-13,Plan Renewed,App,Rest
ME-001479,JL-0212,2026-03-10,Routine Started,Email,Rest
ME-001480,JL-0212,2026-04-05,Routine Started,App,Organize
ME-001481,JL-0213,2025-08-30,Preference Updated,Web,Rest
ME-001482,JL-0213,2025-10-24,Plan Paused,Email,Rest
ME-001483,JL-0213,2025-11-12,Routine Started,Email,Move
ME-001484,JL-0213,2025-09-16,Routine Started,SMS,Rest
ME-001485,JL-0213,2025-11-23,Routine Completed,SMS,Rest
ME-001486,JL-0214,2026-02-11,Plan Started,App,Organize
ME-001487,JL-0214,2026-04-04,Routine Completed,App,Organize
ME-001488,JL-0214,2026-03-10,Routine Completed,Web,Organize
ME-001489,JL-0214,2026-03-17,Routine Completed,App,Organize
ME-001490,JL-0214,2026-04-03,Preference Updated,Support,Connect
ME-001491,JL-0214,2026-03-31,Routine Started,SMS,Organize
ME-001492,JL-0215,2026-05-21,Trial Started,Web,Move
ME-001493,JL-0215,2026-06-06,Routine Started,Support,Move
ME-001494,JL-0215,2026-06-01,Routine Started,App Push,Move
ME-001495,JL-0215,2026-05-30,Routine Started,Email,Nourish
ME-001496,JL-0215,2026-05-31,Routine Started,Email,Nourish
ME-001497,JL-0215,2026-05-29,Routine Completed,App Push,Move
ME-001498,JL-0215,2026-05-31,Routine Completed,Support,Nourish
ME-001499,JL-0215,2026-06-03,Routine Completed,Web,Move
ME-001500,JL-0215,2026-06-06,Routine Completed,Email,Move
ME-001501,JL-0216,2025-10-14,Plan Started,Email,Mindful
ME-001502,JL-0216,2025-12-06,Routine Completed,App,Mindful
ME-001503,JL-0216,2025-12-29,Plan Renewed,Support,Mindful
ME-001504,JL-0216,2026-02-06,Community Joined,Email,Mindful
ME-001505,JL-0216,2026-03-13,Routine Completed,App Push,Mindful
ME-001506,JL-0216,2025-12-19,Routine Started,SMS,Rest
ME-001507,JL-0216,2026-03-26,Plan Renewed,Support,Mindful
ME-001508,JL-0216,2026-01-08,Routine Started,Support,Mindful
ME-001509,JL-0216,2026-04-16,Plan Renewed,Support,Mindful
ME-001510,JL-0217,2025-03-04,Plan Started,App,Connect
ME-001511,JL-0217,2025-07-29,Routine Started,Web,Connect
ME-001512,JL-0217,2025-07-14,Preference Updated,App,Connect
ME-001513,JL-0217,2026-02-04,Routine Started,Support,Mindful
ME-001514,JL-0217,2025-12-13,Routine Started,SMS,Connect
ME-001515,JL-0217,2025-11-20,Routine Completed,Email,Connect
ME-001516,JL-0217,2025-06-06,Routine Completed,App Push,Connect
ME-001517,JL-0218,2024-07-14,Plan Started,Email,Rest
ME-001518,JL-0218,2026-03-05,Routine Completed,Email,Connect
ME-001519,JL-0218,2025-08-12,Plan Paused,App Push,Rest
ME-001520,JL-0218,2025-05-22,Preference Updated,SMS,Rest
ME-001521,JL-0218,2025-09-24,Routine Started,App,Rest
ME-001522,JL-0218,2025-07-27,Plan Renewed,Email,Rest
ME-001523,JL-0218,2025-05-10,Routine Started,SMS,Rest
ME-001524,JL-0219,2026-03-31,Plan Started,App,Move
ME-001525,JL-0219,2026-05-22,Plan Canceled,SMS,Organize
ME-001526,JL-0219,2026-06-05,Routine Started,App Push,Move
ME-001527,JL-0219,2026-06-01,Routine Started,App,Move
ME-001528,JL-0219,2026-05-16,Routine Started,Web,Organize
ME-001529,JL-0219,2026-05-22,Routine Completed,Email,Move
ME-001530,JL-0219,2026-05-26,Community Joined,Email,Move
ME-001531,JL-0219,2026-04-08,Plan Renewed,App,Move
ME-001532,JL-0220,2026-05-31,Plan Started,App,Rest
ME-001533,JL-0220,2026-06-06,Routine Started,Email,Rest
ME-001534,JL-0220,2026-06-03,Routine Completed,App,Rest
ME-001535,JL-0220,2026-06-02,Routine Completed,Support,Move
ME-001536,JL-0220,2026-06-06,Routine Completed,App Push,Rest
ME-001537,JL-0220,2026-06-01,Routine Started,Support,Rest
ME-001538,JL-0220,2026-06-01,Preference Updated,Email,Move
ME-001539,JL-0220,2026-06-05,Community Joined,App,Rest
ME-001540,JL-0221,2025-10-15,Plan Started,App,Nourish
ME-001541,JL-0221,2025-11-22,Plan Paused,Support,Nourish
ME-001542,JL-0221,2026-03-12,Plan Paused,Email,Mindful
ME-001543,JL-0221,2025-11-12,Routine Started,App,Mindful
ME-001544,JL-0221,2026-05-01,Plan Paused,Email,Nourish
ME-001545,JL-0221,2025-12-30,Community Joined,App,Nourish
ME-001546,JL-0221,2026-02-03,Routine Started,App Push,Mindful
ME-001547,JL-0222,2026-05-27,Plan Started,App,Nourish
ME-001548,JL-0222,2026-05-30,Routine Started,Email,Nourish
ME-001549,JL-0222,2026-05-28,Plan Paused,App,Nourish
ME-001550,JL-0222,2026-06-01,Routine Started,SMS,Nourish
ME-001551,JL-0222,2026-06-03,Routine Completed,SMS,Organize
ME-001552,JL-0222,2026-06-03,Routine Started,Support,Nourish
ME-001553,JL-0222,2026-05-29,Routine Started,SMS,Organize
ME-001554,JL-0222,2026-06-01,Routine Started,Support,Nourish
ME-001555,JL-0222,2026-06-04,Preference Updated,SMS,Nourish
ME-001556,JL-0223,2025-12-16,Plan Started,Web,Mindful
ME-001557,JL-0223,2026-02-18,Routine Started,Support,Mindful
ME-001558,JL-0223,2026-05-25,Routine Completed,Support,Mindful
ME-001559,JL-0223,2026-05-03,Preference Updated,App Push,Mindful
ME-001560,JL-0223,2026-02-16,Routine Completed,Support,Connect
ME-001561,JL-0223,2026-01-03,Routine Completed,App,Mindful
ME-001562,JL-0223,2026-04-07,Community Joined,Web,Mindful
ME-001563,JL-0224,2026-05-29,Plan Started,App,Nourish
ME-001564,JL-0224,2026-05-30,Preference Updated,SMS,Nourish
ME-001565,JL-0224,2026-06-07,Routine Started,SMS,Nourish
ME-001566,JL-0224,2026-05-30,Plan Renewed,Email,Nourish
ME-001567,JL-0224,2026-06-02,Plan Renewed,Email,Nourish
ME-001568,JL-0224,2026-06-05,Preference Updated,Support,Nourish
ME-001569,JL-0225,2026-03-03,Plan Started,Email,Connect
ME-001570,JL-0225,2026-03-31,Routine Started,App Push,Rest
ME-001571,JL-0225,2026-03-05,Preference Updated,App Push,Connect
ME-001572,JL-0225,2026-03-22,Routine Started,App Push,Rest
ME-001573,JL-0225,2026-04-28,Routine Started,SMS,Connect
ME-001574,JL-0225,2026-05-05,Preference Updated,App,Connect
ME-001575,JL-0225,2026-05-05,Routine Completed,App Push,Connect
ME-001576,JL-0225,2026-03-15,Routine Completed,Support,Rest
ME-001577,JL-0226,2024-11-21,Plan Started,Email,Organize
ME-001578,JL-0226,2025-08-27,Routine Started,Email,Move
ME-001579,JL-0226,2024-12-13,Routine Started,Web,Organize
ME-001580,JL-0226,2026-01-24,Community Joined,Email,Organize
ME-001581,JL-0226,2025-03-23,Preference Updated,Web,Organize
ME-001582,JL-0226,2025-02-06,Preference Updated,Web,Organize
ME-001583,JL-0226,2026-05-15,Routine Started,Email,Organize
ME-001584,JL-0226,2025-12-31,Plan Renewed,Support,Move
ME-001585,JL-0226,2025-10-14,Routine Started,App,Organize
ME-001586,JL-0227,2024-08-25,Preference Updated,App,Nourish
ME-001587,JL-0227,2024-10-24,Routine Completed,App,Rest
ME-001588,JL-0227,2026-03-06,Routine Completed,SMS,Nourish
ME-001589,JL-0227,2025-11-07,Routine Completed,Support,Rest
ME-001590,JL-0227,2025-04-04,Preference Updated,Support,Nourish
ME-001591,JL-0227,2025-04-03,Routine Completed,SMS,Nourish
ME-001592,JL-0227,2024-09-28,Routine Completed,Web,Nourish
ME-001593,JL-0227,2025-02-05,Routine Completed,App,Nourish
ME-001594,JL-0227,2024-09-28,Routine Completed,App,Rest
ME-001595,JL-0228,2025-02-04,Plan Started,App,Nourish
ME-001596,JL-0228,2026-04-29,Plan Canceled,Email,Nourish
ME-001597,JL-0228,2026-02-12,Routine Completed,Support,Nourish
ME-001598,JL-0228,2025-08-26,Preference Updated,SMS,Nourish
ME-001599,JL-0228,2025-07-14,Preference Updated,Email,Nourish
ME-001600,JL-0228,2025-06-08,Plan Paused,Web,Nourish
ME-001601,JL-0228,2025-05-04,Routine Started,App,Nourish
ME-001602,JL-0229,2025-10-25,Plan Started,Web,Mindful
ME-001603,JL-0229,2026-03-26,Preference Updated,Email,Mindful
ME-001604,JL-0229,2026-03-01,Plan Renewed,App Push,Organize
ME-001605,JL-0229,2025-11-27,Routine Completed,Support,Organize
ME-001606,JL-0229,2026-04-22,Community Joined,Email,Mindful
ME-001607,JL-0229,2026-02-17,Routine Completed,Email,Organize
ME-001608,JL-0229,2026-04-02,Plan Paused,App,Mindful
ME-001609,JL-0230,2024-09-15,Plan Started,Email,Rest
ME-001610,JL-0230,2026-02-16,Routine Completed,Email,Rest
ME-001611,JL-0230,2025-12-26,Preference Updated,App,Rest
ME-001612,JL-0230,2025-11-18,Plan Renewed,App Push,Rest
ME-001613,JL-0230,2025-03-11,Routine Started,App,Mindful
ME-001614,JL-0230,2025-09-06,Routine Started,SMS,Rest
ME-001615,JL-0230,2025-02-22,Plan Canceled,Web,Rest
ME-001616,JL-0230,2025-09-11,Routine Started,Email,Rest
ME-001617,JL-0230,2025-05-19,Routine Started,Support,Rest
ME-001618,JL-0231,2026-04-11,Plan Started,Email,Organize
ME-001619,JL-0231,2026-06-04,Plan Renewed,App Push,Move
ME-001620,JL-0231,2026-05-23,Community Joined,Web,Organize
ME-001621,JL-0231,2026-05-12,Routine Started,SMS,Move
ME-001622,JL-0231,2026-06-02,Community Joined,SMS,Organize
ME-001623,JL-0231,2026-05-09,Routine Started,SMS,Move
ME-001624,JL-0231,2026-05-21,Routine Completed,Support,Organize
ME-001625,JL-0231,2026-05-26,Routine Completed,Web,Move
ME-001626,JL-0231,2026-05-07,Routine Started,Support,Organize
ME-001627,JL-0232,2025-06-30,Plan Started,App,Mindful
ME-001628,JL-0232,2025-09-08,Routine Started,SMS,Nourish
ME-001629,JL-0232,2025-07-12,Routine Completed,Support,Mindful
ME-001630,JL-0232,2026-01-17,Routine Started,App,Mindful
ME-001631,JL-0232,2026-02-16,Plan Renewed,Support,Nourish
ME-001632,JL-0232,2025-07-13,Routine Started,Web,Mindful
ME-001633,JL-0232,2026-03-06,Preference Updated,App,Mindful
ME-001634,JL-0232,2025-12-24,Routine Completed,App Push,Mindful
ME-001635,JL-0232,2026-05-14,Preference Updated,Email,Mindful
ME-001636,JL-0232,2025-08-28,Plan Renewed,App Push,Mindful
ME-001637,JL-0232,2025-07-02,Community Joined,Email,Nourish
ME-001638,JL-0233,2024-12-08,Plan Started,Email,Rest
ME-001639,JL-0233,2026-04-03,Community Joined,App Push,Rest
ME-001640,JL-0233,2025-08-09,Preference Updated,SMS,Mindful
ME-001641,JL-0233,2025-04-29,Routine Started,Support,Mindful
ME-001642,JL-0233,2025-06-22,Routine Started,Web,Rest
ME-001643,JL-0233,2025-11-01,Routine Started,App Push,Mindful
ME-001644,JL-0233,2026-05-06,Community Joined,Email,Rest
ME-001645,JL-0233,2025-07-04,Plan Canceled,App,Rest
ME-001646,JL-0234,2024-07-20,Plan Started,Web,Mindful
ME-001647,JL-0234,2024-08-27,Community Joined,Web,Mindful
ME-001648,JL-0234,2025-03-19,Routine Completed,Support,Mindful
ME-001649,JL-0234,2026-02-08,Preference Updated,App,Mindful
ME-001650,JL-0234,2025-04-17,Plan Renewed,Support,Mindful
ME-001651,JL-0234,2025-07-22,Community Joined,SMS,Mindful
ME-001652,JL-0234,2025-03-25,Preference Updated,Support,Mindful
ME-001653,JL-0235,2026-05-20,Plan Started,Email,Rest
ME-001654,JL-0235,2026-05-23,Routine Completed,Web,Rest
ME-001655,JL-0235,2026-05-24,Plan Renewed,Email,Nourish
ME-001656,JL-0235,2026-06-01,Routine Completed,SMS,Rest
ME-001657,JL-0235,2026-05-22,Community Joined,App,Rest
ME-001658,JL-0235,2026-05-26,Plan Renewed,App Push,Rest
ME-001659,JL-0235,2026-06-07,Plan Renewed,App Push,Nourish
ME-001660,JL-0235,2026-06-03,Routine Completed,Email,Nourish
ME-001661,JL-0235,2026-05-30,Routine Completed,App Push,Rest
ME-001662,JL-0236,2026-01-01,Preference Updated,Web,Connect
ME-001663,JL-0236,2026-05-14,Community Joined,SMS,Connect
ME-001664,JL-0236,2026-04-13,Routine Started,SMS,Mindful
ME-001665,JL-0236,2026-04-07,Routine Completed,SMS,Connect
ME-001666,JL-0237,2024-08-07,Plan Started,Email,Nourish
ME-001667,JL-0237,2024-08-22,Routine Completed,App,Nourish
ME-001668,JL-0237,2025-12-20,Preference Updated,Support,Nourish
ME-001669,JL-0237,2025-10-01,Preference Updated,App Push,Nourish
ME-001670,JL-0237,2025-09-29,Plan Renewed,App Push,Move
ME-001671,JL-0237,2024-11-12,Routine Started,Support,Move
ME-001672,JL-0237,2025-01-28,Preference Updated,SMS,Move
ME-001673,JL-0238,2026-03-13,Plan Started,Web,Move
ME-001674,JL-0238,2026-04-03,Routine Started,Web,Move
ME-001675,JL-0238,2026-04-02,Preference Updated,Web,Move
ME-001676,JL-0238,2026-05-04,Routine Completed,App,Move
ME-001677,JL-0238,2026-03-17,Routine Started,SMS,Move
ME-001678,JL-0238,2026-04-08,Preference Updated,App Push,Rest
ME-001679,JL-0238,2026-05-14,Routine Completed,App Push,Move
ME-001680,JL-0238,2026-04-16,Plan Renewed,App Push,Rest
ME-001681,JL-0239,2026-05-11,Plan Started,Email,Move
ME-001682,JL-0239,2026-05-24,Routine Completed,App Push,Move
ME-001683,JL-0239,2026-05-26,Community Joined,SMS,Rest
ME-001684,JL-0239,2026-05-16,Routine Started,SMS,Rest
ME-001685,JL-0239,2026-05-30,Routine Started,Email,Move
ME-001686,JL-0239,2026-06-04,Community Joined,App,Move
ME-001687,JL-0239,2026-06-01,Community Joined,Support,Move
ME-001688,JL-0239,2026-05-28,Routine Completed,Email,Move
ME-001689,JL-0239,2026-06-01,Preference Updated,Support,Rest
ME-001690,JL-0239,2026-05-16,Preference Updated,Web,Move
ME-001691,JL-0240,2026-04-29,Plan Started,App,Move
ME-001692,JL-0240,2026-05-07,Routine Started,Support,Move
ME-001693,JL-0240,2026-05-19,Routine Started,Support,Move
ME-001694,JL-0240,2026-04-30,Preference Updated,Email,Move
ME-001695,JL-0240,2026-04-30,Routine Started,SMS,Move
ME-001696,JL-0240,2026-06-01,Routine Completed,App,Move
ME-001697,JL-0240,2026-05-25,Routine Started,Support,Move
ME-001698,JL-0240,2026-05-31,Routine Started,SMS,Move
ME-001699,JL-0240,2026-05-25,Routine Started,Web,Organize
