interaction_id,member_id,content_id,interaction_date,interaction_type,session_context,engagement_depth
CI-005349,JL-0239,CNT-004,2026-04-25,Complete,Evening,1
CI-005350,JL-0239,CNT-002,2026-03-07,Dismiss,Midday,3
CI-005351,JL-0239,CNT-009,2026-03-03,Dismiss,Midday,5
CI-005352,JL-0239,CNT-007,2026-02-16,Save,Evening,4
CI-005353,JL-0239,CNT-002,2026-03-15,Save,Unknown,3
CI-005354,JL-0239,CNT-005,2026-05-27,View,Midday,2
CI-005355,JL-0239,CNT-005,2026-05-24,Search,Midday,3
CI-005356,JL-0239,CNT-005,2026-04-29,View,Morning,4
CI-005357,JL-0239,CNT-008,2026-05-25,View,Unknown,3
CI-005358,JL-0239,CNT-002,2026-04-17,Complete,Weekend,3
CI-005359,JL-0239,CNT-002,2026-05-22,Save,Weekend,3
CI-005360,JL-0239,CNT-005,2026-04-30,Save,Unknown,2
CI-005361,JL-0239,CNT-002,2026-03-28,Complete,Midday,3
CI-005362,JL-0239,CNT-002,2026-04-13,Complete,Midday,4
CI-005363,JL-0239,CNT-005,2026-02-24,Share,Weekend,2
CI-005364,JL-0239,CNT-008,2026-05-22,View,Weekend,4
CI-005365,JL-0240,CNT-003,2026-04-05,Dismiss,Morning,1
CI-005366,JL-0240,CNT-010,2026-02-12,Save,Unknown,3
CI-005367,JL-0240,CNT-001,2026-02-27,View,Weekend,5
CI-005368,JL-0240,CNT-010,2026-06-03,View,Unknown,3
CI-005369,JL-0240,CNT-008,2026-02-25,View,Unknown,2
CI-005370,JL-0240,CNT-007,2026-03-11,Search,Evening,4
CI-005371,JL-0240,CNT-008,2026-05-11,View,Midday,1
CI-005372,JL-0240,CNT-007,2026-03-02,View,Morning,3
CI-005373,JL-0240,CNT-010,2026-05-24,Save,Evening,2
CI-005374,JL-0240,CNT-008,2026-05-16,Complete,Midday,2
CI-005375,JL-0240,CNT-008,2026-02-11,Dismiss,Unknown,2
CI-005376,JL-0240,CNT-001,2026-02-20,View,Morning,1
CI-005377,JL-0240,CNT-008,2026-02-13,Complete,Morning,4
CI-005378,JL-0240,CNT-008,2026-03-18,Dismiss,Morning,3
CI-005379,JL-0240,CNT-004,2026-03-22,Complete,Unknown,2
CI-005380,JL-0240,CNT-002,2026-04-16,View,Unknown,3
CI-005381,JL-0240,CNT-008,2026-05-02,Share,Unknown,1
CI-005382,JL-0240,CNT-003,2026-03-20,Save,Weekend,4
CI-005383,JL-0240,CNT-002,2026-02-15,View,Unknown,4
CI-005384,JL-0240,CNT-003,2026-04-23,View,Unknown,1
CI-005385,JL-0240,CNT-001,2026-02-26,View,Morning,5
CI-005386,JL-0240,CNT-008,2026-05-01,Share,Weekend,3
CI-005387,JL-0240,CNT-007,2026-04-11,Search,Weekend,1
CI-005388,JL-0240,CNT-002,2026-05-03,Dismiss,Unknown,3
CI-005389,JL-0240,CNT-008,2026-03-14,View,Weekend,4
CI-005390,JL-0240,CNT-008,2026-05-31,Search,Morning,4
CI-005391,JL-0240,CNT-009,2026-02-13,View,Midday,4
CI-005392,JL-0240,CNT-007,2026-05-30,View,Unknown,3
CI-005393,JL-0240,CNT-002,2026-04-01,Share,Weekend,3
CI-005394,JL-0240,CNT-003,2026-02-21,Complete,Evening,1
CI-005395,JL-0240,CNT-009,2026-03-27,View,Morning,4
CI-005396,JL-0240,CNT-002,2026-04-27,Complete,Weekend,3
CI-005397,JL-0240,CNT-007,2026-02-18,Dismiss,Morning,4
CI-005398,JL-0240,CNT-002,2026-04-13,Save,Weekend,3
CI-005399,JL-0240,CNT-003,2026-02-17,Save,Evening,2
CI-005400,JL-0240,CNT-007,2026-03-01,View,Morning,1
CI-005401,JL-0240,CNT-002,2026-03-03,Complete,Weekend,5
CI-005402,JL-0240,CNT-003,2026-06-03,View,Evening,4
CI-005403,JL-0240,CNT-002,2026-03-04,View,Evening,3
CI-005404,JL-0240,CNT-009,2026-05-02,View,Morning,3
CI-005405,JL-0240,CNT-003,2026-02-28,Save,Evening,1
CI-005406,JL-0240,CNT-002,2026-05-07,Search,Weekend,2
CI-005407,JL-0240,CNT-002,2026-02-26,View,Unknown,1
CI-005408,JL-0240,CNT-007,2026-03-19,View,Morning,2
CI-005409,JL-0240,CNT-007,2026-04-26,Complete,Unknown,2
CI-005410,JL-0240,CNT-002,2026-03-18,Search,Weekend,1
CI-005411,JL-0240,CNT-007,2026-05-21,View,Evening,5
CI-005412,JL-0240,CNT-008,2026-04-05,Save,Evening,4
CI-005413,JL-0240,CNT-007,2026-05-14,Search,Unknown,3
CI-005414,JL-0240,CNT-002,2026-05-22,View,Morning,3
CI-005415,JL-0240,CNT-007,2026-05-08,View,Evening,3
CI-005416,JL-0240,CNT-008,2026-03-04,View,Evening,5
CI-005417,JL-0240,CNT-010,2026-04-06,View,Evening,5
CI-005418,JL-0240,CNT-005,2026-02-11,View,Morning,2
CI-005419,JL-0240,CNT-008,2026-04-07,Dismiss,Evening,3
CI-005420,JL-0240,CNT-007,2026-02-08,View,Midday,4
CI-005421,JL-0240,CNT-007,2026-06-03,View,Morning,2
CI-005422,JL-0240,CNT-003,2026-02-10,Complete,Morning,2
CI-005423,JL-0240,CNT-002,2026-03-16,View,Unknown,4
CI-005424,JL-0240,CNT-008,2026-04-16,Complete,Morning,5
CI-005425,JL-0240,CNT-003,2026-03-29,View,Weekend,3
CI-005426,JL-0240,CNT-002,2026-05-07,View,Morning,4
CI-005427,JL-0240,CNT-003,2026-02-13,View,Weekend,2
CI-005428,JL-0241,CNT-002,2026-03-24,Search,Weekend,2
CI-005429,JL-0241,CNT-008,2026-04-20,Save,Unknown,2
CI-005430,JL-0241,CNT-008,2026-03-19,Share,Unknown,5
CI-005431,JL-0241,CNT-001,2026-06-05,Dismiss,Morning,2
CI-005432,JL-0241,CNT-008,2026-05-06,Complete,Weekend,5
CI-005433,JL-0241,CNT-002,2026-04-11,Save,Weekend,3
CI-005434,JL-0241,CNT-010,2026-05-06,View,Morning,4
CI-005435,JL-0241,CNT-002,2026-03-11,View,Morning,4
CI-005436,JL-0241,CNT-002,2026-04-08,Complete,Unknown,5
CI-005437,JL-0241,CNT-008,2026-02-10,View,Weekend,4
CI-005438,JL-0241,CNT-008,2026-04-27,Save,Evening,4
CI-005439,JL-0241,CNT-003,2026-05-05,View,Weekend,3
CI-005440,JL-0241,CNT-002,2026-06-07,Dismiss,Evening,2
CI-005441,JL-0241,CNT-008,2026-06-01,Share,Midday,2
CI-005442,JL-0241,CNT-007,2026-05-10,View,Weekend,2
CI-005443,JL-0241,CNT-010,2026-04-16,View,Unknown,2
CI-005444,JL-0241,CNT-002,2026-06-03,Dismiss,Midday,2
CI-005445,JL-0241,CNT-002,2026-06-07,Complete,Morning,2
CI-005446,JL-0241,CNT-008,2026-03-25,Complete,Morning,2
CI-005447,JL-0242,CNT-006,2026-05-19,View,Evening,3
CI-005448,JL-0242,CNT-009,2026-02-15,View,Midday,3
CI-005449,JL-0242,CNT-009,2026-06-01,Complete,Midday,4
CI-005450,JL-0242,CNT-005,2026-05-11,Search,Evening,3
CI-005451,JL-0242,CNT-009,2026-04-12,View,Morning,4
CI-005452,JL-0242,CNT-006,2026-03-11,Save,Unknown,2
CI-005453,JL-0242,CNT-001,2026-04-12,View,Evening,5
CI-005454,JL-0242,CNT-006,2026-03-30,Save,Evening,3
CI-005455,JL-0242,CNT-006,2026-02-23,Save,Midday,2
CI-005456,JL-0242,CNT-009,2026-05-23,Search,Midday,1
CI-005457,JL-0242,CNT-009,2026-05-04,Complete,Midday,2
CI-005458,JL-0242,CNT-008,2026-02-27,Complete,Morning,5
CI-005459,JL-0242,CNT-009,2026-02-22,View,Evening,1
CI-005460,JL-0242,CNT-006,2026-02-12,Complete,Midday,2
CI-005461,JL-0242,CNT-009,2026-06-05,Dismiss,Morning,4
CI-005462,JL-0242,CNT-006,2026-03-03,Save,Weekend,2
CI-005463,JL-0242,CNT-001,2026-02-25,View,Evening,1
CI-005464,JL-0242,CNT-001,2026-04-30,Dismiss,Unknown,4
CI-005465,JL-0242,CNT-004,2026-03-29,Complete,Evening,4
CI-005466,JL-0242,CNT-009,2026-05-09,Save,Morning,5
CI-005467,JL-0242,CNT-006,2026-03-02,View,Unknown,2
CI-005468,JL-0242,CNT-009,2026-06-05,View,Morning,2
CI-005469,JL-0242,CNT-009,2026-04-29,Complete,Weekend,4
CI-005470,JL-0242,CNT-006,2026-05-07,Search,Evening,3
CI-005471,JL-0242,CNT-006,2026-05-19,View,Morning,4
CI-005472,JL-0242,CNT-009,2026-04-17,Share,Weekend,2
CI-005473,JL-0242,CNT-006,2026-02-24,View,Midday,2
CI-005474,JL-0242,CNT-006,2026-06-01,View,Midday,5
CI-005475,JL-0242,CNT-002,2026-05-18,View,Weekend,2
CI-005476,JL-0242,CNT-001,2026-03-25,Complete,Weekend,4
CI-005477,JL-0242,CNT-006,2026-03-14,Complete,Morning,4
CI-005478,JL-0242,CNT-001,2026-02-13,View,Evening,2
CI-005479,JL-0242,CNT-001,2026-05-05,Search,Weekend,2
CI-005480,JL-0242,CNT-001,2026-03-03,Share,Evening,3
CI-005481,JL-0242,CNT-009,2026-03-02,View,Midday,1
CI-005482,JL-0242,CNT-009,2026-03-05,View,Unknown,5
CI-005483,JL-0242,CNT-002,2026-05-09,View,Weekend,2
CI-005484,JL-0242,CNT-009,2026-05-25,View,Weekend,4
CI-005485,JL-0242,CNT-008,2026-03-10,Complete,Midday,5
CI-005486,JL-0242,CNT-009,2026-04-03,Complete,Evening,3
CI-005487,JL-0242,CNT-006,2026-06-02,View,Weekend,3
CI-005488,JL-0242,CNT-009,2026-03-19,View,Weekend,2
CI-005489,JL-0242,CNT-006,2026-02-24,Save,Weekend,5
CI-005490,JL-0242,CNT-003,2026-04-26,View,Weekend,1
CI-005491,JL-0243,CNT-005,2026-02-09,Complete,Unknown,2
CI-005492,JL-0243,CNT-007,2026-04-17,Complete,Evening,4
CI-005493,JL-0243,CNT-002,2026-03-09,Complete,Evening,2
CI-005494,JL-0243,CNT-007,2026-04-02,View,Midday,3
CI-005495,JL-0243,CNT-006,2026-05-20,View,Midday,3
CI-005496,JL-0243,CNT-006,2026-03-14,View,Morning,3
CI-005497,JL-0243,CNT-001,2026-04-29,Save,Midday,4
CI-005498,JL-0243,CNT-005,2026-02-14,Complete,Weekend,4
CI-005499,JL-0243,CNT-003,2026-04-05,Search,Morning,1
CI-005500,JL-0243,CNT-003,2026-03-29,View,Unknown,4
CI-005501,JL-0243,CNT-007,2026-05-23,Search,Weekend,3
CI-005502,JL-0243,CNT-007,2026-03-18,View,Weekend,4
CI-005503,JL-0243,CNT-003,2026-02-23,Complete,Morning,3
CI-005504,JL-0243,CNT-007,2026-03-03,Share,Evening,1
CI-005505,JL-0243,CNT-002,2026-05-14,Dismiss,Weekend,5
CI-005506,JL-0243,CNT-003,2026-03-10,View,Morning,4
CI-005507,JL-0243,CNT-003,2026-03-14,View,Morning,2
CI-005508,JL-0243,CNT-007,2026-04-02,Complete,Midday,3
CI-005509,JL-0243,CNT-007,2026-02-21,Dismiss,Morning,2
CI-005510,JL-0243,CNT-003,2026-06-02,Save,Evening,5
CI-005511,JL-0243,CNT-007,2026-02-13,Dismiss,Weekend,2
CI-005512,JL-0243,CNT-002,2026-02-23,Complete,Midday,3
CI-005513,JL-0243,CNT-004,2026-04-30,Search,Evening,3
CI-005514,JL-0243,CNT-007,2026-04-05,Complete,Midday,5
CI-005515,JL-0243,CNT-007,2026-02-16,Complete,Midday,2
CI-005516,JL-0243,CNT-003,2026-06-01,View,Evening,1
CI-005517,JL-0243,CNT-003,2026-03-28,View,Unknown,5
CI-005518,JL-0244,CNT-004,2026-05-11,Share,Morning,4
CI-005519,JL-0244,CNT-002,2026-04-16,View,Unknown,2
CI-005520,JL-0244,CNT-002,2026-05-19,View,Weekend,2
CI-005521,JL-0244,CNT-004,2026-05-14,Search,Midday,3
CI-005522,JL-0244,CNT-002,2026-03-21,View,Weekend,4
CI-005523,JL-0244,CNT-002,2026-02-25,Complete,Morning,1
CI-005524,JL-0244,CNT-004,2026-02-18,Complete,Weekend,2
CI-005525,JL-0244,CNT-008,2026-03-31,Save,Weekend,2
CI-005526,JL-0244,CNT-008,2026-04-02,Complete,Weekend,2
CI-005527,JL-0244,CNT-002,2026-04-02,View,Unknown,4
CI-005528,JL-0244,CNT-004,2026-05-30,Dismiss,Evening,3
CI-005529,JL-0244,CNT-002,2026-04-17,View,Morning,4
CI-005530,JL-0244,CNT-008,2026-04-01,View,Weekend,5
CI-005531,JL-0244,CNT-002,2026-05-10,Complete,Midday,3
CI-005532,JL-0244,CNT-006,2026-05-02,View,Midday,2
CI-005533,JL-0244,CNT-010,2026-02-15,Search,Weekend,2
CI-005534,JL-0244,CNT-004,2026-04-29,Search,Evening,5
CI-005535,JL-0244,CNT-002,2026-03-27,Complete,Unknown,4
CI-005536,JL-0244,CNT-002,2026-02-09,Complete,Evening,3
CI-005537,JL-0244,CNT-004,2026-04-16,Search,Midday,3
CI-005538,JL-0244,CNT-007,2026-04-30,Complete,Midday,5
CI-005539,JL-0244,CNT-008,2026-04-04,Complete,Weekend,1
CI-005540,JL-0244,CNT-009,2026-03-25,View,Weekend,5
CI-005541,JL-0244,CNT-004,2026-02-08,Save,Morning,4
CI-005542,JL-0245,CNT-005,2026-02-25,Complete,Midday,4
CI-005543,JL-0245,CNT-006,2026-05-16,View,Unknown,2
CI-005544,JL-0245,CNT-003,2026-03-03,Share,Evening,3
CI-005545,JL-0245,CNT-005,2026-04-02,View,Unknown,4
CI-005546,JL-0245,CNT-003,2026-05-21,Save,Unknown,3
CI-005547,JL-0245,CNT-007,2026-04-21,View,Morning,2
CI-005548,JL-0245,CNT-007,2026-03-20,Complete,Weekend,5
CI-005549,JL-0245,CNT-003,2026-05-15,View,Midday,2
CI-005550,JL-0245,CNT-007,2026-03-05,Complete,Midday,5
CI-005551,JL-0245,CNT-006,2026-05-04,Save,Evening,3
CI-005552,JL-0245,CNT-010,2026-05-13,Dismiss,Evening,4
CI-005553,JL-0245,CNT-003,2026-03-29,Save,Midday,3
CI-005554,JL-0245,CNT-003,2026-04-04,Search,Weekend,3
CI-005555,JL-0245,CNT-005,2026-03-07,View,Midday,1
CI-005556,JL-0245,CNT-005,2026-04-24,Search,Unknown,3
CI-005557,JL-0245,CNT-005,2026-05-26,View,Weekend,1
CI-005558,JL-0246,CNT-010,2026-02-19,Complete,Evening,4
CI-005559,JL-0246,CNT-004,2026-03-03,Save,Evening,2
CI-005560,JL-0246,CNT-010,2026-05-03,Complete,Morning,2
CI-005561,JL-0246,CNT-001,2026-05-15,Complete,Morning,4
CI-005562,JL-0246,CNT-009,2026-02-11,Save,Morning,3
CI-005563,JL-0246,CNT-004,2026-03-13,Save,Evening,3
CI-005564,JL-0246,CNT-010,2026-04-22,Complete,Evening,4
CI-005565,JL-0246,CNT-005,2026-02-25,Save,Evening,3
CI-005566,JL-0247,CNT-004,2026-02-09,Save,Weekend,4
CI-005567,JL-0247,CNT-004,2026-02-13,Save,Morning,5
CI-005568,JL-0247,CNT-006,2026-06-07,Dismiss,Midday,3
CI-005569,JL-0247,CNT-010,2026-05-25,View,Morning,1
CI-005570,JL-0247,CNT-001,2026-02-10,Complete,Midday,5
CI-005571,JL-0247,CNT-005,2026-04-13,View,Midday,3
CI-005572,JL-0247,CNT-010,2026-06-01,Save,Morning,5
CI-005573,JL-0247,CNT-005,2026-04-01,Save,Morning,1
CI-005574,JL-0247,CNT-010,2026-03-23,View,Weekend,2
CI-005575,JL-0247,CNT-005,2026-04-05,View,Weekend,3
CI-005576,JL-0247,CNT-004,2026-03-19,View,Unknown,5
CI-005577,JL-0247,CNT-005,2026-04-11,Share,Morning,4
CI-005578,JL-0247,CNT-004,2026-06-06,Complete,Weekend,4
CI-005579,JL-0247,CNT-005,2026-02-27,Save,Midday,1
CI-005580,JL-0247,CNT-005,2026-04-14,View,Weekend,3
CI-005581,JL-0247,CNT-004,2026-04-19,Save,Midday,3
CI-005582,JL-0247,CNT-010,2026-02-26,Complete,Unknown,3
CI-005583,JL-0247,CNT-010,2026-03-16,Search,Midday,3
CI-005584,JL-0247,CNT-004,2026-04-19,Save,Unknown,3
CI-005585,JL-0247,CNT-010,2026-02-26,View,Unknown,4
CI-005586,JL-0247,CNT-005,2026-04-18,Dismiss,Evening,4
CI-005587,JL-0247,CNT-004,2026-05-27,View,Midday,2
CI-005588,JL-0247,CNT-010,2026-04-05,View,Evening,5
CI-005589,JL-0247,CNT-007,2026-03-01,Save,Evening,3
CI-005590,JL-0247,CNT-004,2026-04-03,View,Midday,2
CI-005591,JL-0247,CNT-005,2026-04-30,View,Unknown,5
CI-005592,JL-0247,CNT-006,2026-04-02,Complete,Evening,1
CI-005593,JL-0247,CNT-005,2026-05-27,Save,Evening,5
CI-005594,JL-0247,CNT-010,2026-04-09,View,Unknown,2
CI-005595,JL-0247,CNT-004,2026-05-16,Save,Weekend,4
CI-005596,JL-0247,CNT-010,2026-03-13,View,Unknown,1
CI-005597,JL-0247,CNT-010,2026-02-23,View,Evening,4
CI-005598,JL-0247,CNT-005,2026-05-29,Complete,Weekend,2
CI-005599,JL-0247,CNT-010,2026-03-08,View,Unknown,4
CI-005600,JL-0247,CNT-010,2026-03-27,Search,Midday,1
CI-005601,JL-0247,CNT-010,2026-05-31,View,Evening,4
CI-005602,JL-0247,CNT-010,2026-03-07,Complete,Morning,5
CI-005603,JL-0247,CNT-005,2026-03-18,Complete,Unknown,4
CI-005604,JL-0248,CNT-005,2026-02-09,View,Evening,3
CI-005605,JL-0248,CNT-002,2026-02-28,Save,Morning,2
CI-005606,JL-0248,CNT-006,2026-04-11,View,Morning,2
CI-005607,JL-0248,CNT-005,2026-04-29,View,Midday,3
CI-005608,JL-0248,CNT-006,2026-02-13,Complete,Evening,2
CI-005609,JL-0248,CNT-007,2026-05-27,Share,Weekend,2
CI-005610,JL-0248,CNT-006,2026-04-27,Complete,Morning,4
CI-005611,JL-0248,CNT-009,2026-03-26,Save,Unknown,1
CI-005612,JL-0248,CNT-006,2026-05-01,View,Morning,3
CI-005613,JL-0248,CNT-005,2026-03-17,Complete,Unknown,2
CI-005614,JL-0248,CNT-005,2026-02-21,Complete,Morning,3
CI-005615,JL-0248,CNT-005,2026-04-04,Search,Morning,3
CI-005616,JL-0248,CNT-005,2026-05-13,Dismiss,Morning,5
CI-005617,JL-0248,CNT-005,2026-05-30,View,Evening,4
CI-005618,JL-0248,CNT-005,2026-03-29,Complete,Evening,3
CI-005619,JL-0248,CNT-005,2026-02-20,View,Evening,4
CI-005620,JL-0248,CNT-006,2026-04-23,View,Morning,2
CI-005621,JL-0249,CNT-006,2026-05-09,Complete,Unknown,3
CI-005622,JL-0249,CNT-005,2026-02-28,Save,Midday,1
CI-005623,JL-0249,CNT-001,2026-03-13,Complete,Unknown,2
CI-005624,JL-0249,CNT-006,2026-04-20,View,Weekend,3
CI-005625,JL-0249,CNT-005,2026-03-22,Save,Morning,2
CI-005626,JL-0249,CNT-002,2026-05-17,Complete,Midday,4
CI-005627,JL-0249,CNT-008,2026-05-06,Search,Weekend,4
CI-005628,JL-0249,CNT-006,2026-03-23,View,Evening,2
CI-005629,JL-0250,CNT-002,2026-03-11,Save,Weekend,1
CI-005630,JL-0250,CNT-006,2026-05-08,Complete,Morning,4
CI-005631,JL-0250,CNT-008,2026-03-26,View,Midday,4
CI-005632,JL-0250,CNT-008,2026-05-27,View,Evening,2
CI-005633,JL-0250,CNT-002,2026-03-22,Share,Evening,5
CI-005634,JL-0250,CNT-002,2026-05-26,Save,Morning,4
CI-005635,JL-0250,CNT-008,2026-04-26,Complete,Unknown,3
CI-005636,JL-0250,CNT-006,2026-03-05,Complete,Evening,3
CI-005637,JL-0250,CNT-008,2026-03-12,Save,Weekend,2
CI-005638,JL-0251,CNT-007,2026-05-14,View,Morning,2
CI-005639,JL-0251,CNT-003,2026-02-12,Save,Midday,1
CI-005640,JL-0251,CNT-007,2026-03-03,View,Evening,3
CI-005641,JL-0251,CNT-007,2026-02-28,Save,Midday,2
CI-005642,JL-0251,CNT-003,2026-05-26,Dismiss,Evening,3
CI-005643,JL-0251,CNT-001,2026-04-06,Save,Midday,5
CI-005644,JL-0251,CNT-007,2026-05-15,View,Midday,2
CI-005645,JL-0251,CNT-005,2026-05-19,View,Unknown,3
CI-005646,JL-0251,CNT-007,2026-05-09,View,Evening,5
CI-005647,JL-0251,CNT-007,2026-05-19,Complete,Morning,4
CI-005648,JL-0251,CNT-005,2026-02-18,View,Midday,2
CI-005649,JL-0251,CNT-003,2026-05-17,Complete,Midday,5
CI-005650,JL-0251,CNT-007,2026-04-16,View,Weekend,3
CI-005651,JL-0251,CNT-005,2026-03-09,View,Weekend,5
CI-005652,JL-0251,CNT-005,2026-03-20,View,Midday,3
CI-005653,JL-0251,CNT-003,2026-04-01,Complete,Midday,5
CI-005654,JL-0251,CNT-006,2026-05-06,View,Unknown,1
CI-005655,JL-0251,CNT-003,2026-05-13,Save,Morning,4
CI-005656,JL-0251,CNT-007,2026-05-28,View,Morning,4
CI-005657,JL-0251,CNT-003,2026-02-09,View,Midday,2
CI-005658,JL-0251,CNT-003,2026-05-15,View,Evening,5
CI-005659,JL-0251,CNT-002,2026-06-07,View,Evening,2
CI-005660,JL-0251,CNT-008,2026-05-21,View,Unknown,5
CI-005661,JL-0251,CNT-005,2026-03-22,View,Midday,2
CI-005662,JL-0251,CNT-004,2026-03-20,Search,Evening,5
CI-005663,JL-0251,CNT-003,2026-05-09,Complete,Morning,4
CI-005664,JL-0251,CNT-003,2026-04-09,Save,Morning,2
CI-005665,JL-0251,CNT-008,2026-04-19,Save,Evening,3
CI-005666,JL-0251,CNT-005,2026-04-28,View,Morning,4
CI-005667,JL-0251,CNT-003,2026-04-21,Search,Evening,4
CI-005668,JL-0251,CNT-007,2026-06-04,Dismiss,Weekend,2
CI-005669,JL-0251,CNT-003,2026-04-06,Search,Unknown,2
CI-005670,JL-0251,CNT-009,2026-04-22,View,Weekend,1
CI-005671,JL-0251,CNT-005,2026-04-14,Save,Morning,3
CI-005672,JL-0251,CNT-003,2026-04-19,View,Evening,3
CI-005673,JL-0251,CNT-001,2026-02-26,View,Midday,3
CI-005674,JL-0251,CNT-008,2026-03-06,View,Unknown,2
CI-005675,JL-0251,CNT-003,2026-03-10,View,Evening,2
CI-005676,JL-0251,CNT-003,2026-03-17,Complete,Evening,4
CI-005677,JL-0251,CNT-007,2026-03-18,Complete,Unknown,5
CI-005678,JL-0251,CNT-005,2026-03-16,Search,Unknown,2
CI-005679,JL-0251,CNT-001,2026-05-02,View,Midday,1
CI-005680,JL-0251,CNT-007,2026-02-12,Share,Weekend,2
CI-005681,JL-0251,CNT-005,2026-05-22,View,Evening,3
CI-005682,JL-0251,CNT-007,2026-06-06,View,Midday,4
CI-005683,JL-0251,CNT-003,2026-03-12,Complete,Midday,5
CI-005684,JL-0251,CNT-003,2026-05-21,View,Morning,4
CI-005685,JL-0252,CNT-003,2026-06-04,Save,Unknown,2
CI-005686,JL-0252,CNT-010,2026-02-10,Save,Unknown,1
CI-005687,JL-0252,CNT-007,2026-02-19,View,Weekend,4
CI-005688,JL-0252,CNT-010,2026-02-27,View,Morning,1
CI-005689,JL-0252,CNT-010,2026-06-06,View,Evening,3
CI-005690,JL-0252,CNT-010,2026-02-23,View,Unknown,1
CI-005691,JL-0252,CNT-003,2026-06-07,View,Weekend,2
CI-005692,JL-0252,CNT-008,2026-05-28,View,Midday,4
CI-005693,JL-0252,CNT-007,2026-02-18,Search,Midday,1
CI-005694,JL-0252,CNT-007,2026-04-12,Save,Midday,3
CI-005695,JL-0252,CNT-003,2026-04-05,Complete,Evening,3
CI-005696,JL-0252,CNT-007,2026-04-29,Complete,Unknown,4
CI-005697,JL-0252,CNT-010,2026-03-18,Complete,Evening,5
CI-005698,JL-0252,CNT-003,2026-05-29,Save,Morning,1
CI-005699,JL-0252,CNT-007,2026-04-12,View,Midday,4
CI-005700,JL-0252,CNT-003,2026-04-15,Save,Midday,5
CI-005701,JL-0252,CNT-007,2026-02-14,View,Evening,2
CI-005702,JL-0253,CNT-007,2026-02-25,Save,Unknown,4
CI-005703,JL-0253,CNT-007,2026-03-06,View,Evening,4
CI-005704,JL-0253,CNT-003,2026-03-04,View,Morning,4
CI-005705,JL-0253,CNT-008,2026-03-25,View,Weekend,1
CI-005706,JL-0253,CNT-007,2026-02-25,View,Weekend,5
CI-005707,JL-0253,CNT-004,2026-04-06,View,Midday,5
CI-005708,JL-0253,CNT-009,2026-05-26,View,Unknown,4
CI-005709,JL-0253,CNT-003,2026-04-10,View,Midday,1
CI-005710,JL-0253,CNT-006,2026-04-07,Complete,Morning,4
CI-005711,JL-0253,CNT-007,2026-03-05,Complete,Morning,1
CI-005712,JL-0253,CNT-003,2026-02-13,View,Morning,3
CI-005713,JL-0253,CNT-003,2026-05-22,Dismiss,Morning,4
CI-005714,JL-0253,CNT-007,2026-03-11,View,Unknown,3
CI-005715,JL-0253,CNT-004,2026-03-26,View,Morning,3
CI-005716,JL-0253,CNT-002,2026-03-21,Dismiss,Morning,2
CI-005717,JL-0253,CNT-006,2026-02-08,View,Weekend,2
CI-005718,JL-0253,CNT-002,2026-02-19,Dismiss,Weekend,1
CI-005719,JL-0253,CNT-002,2026-04-16,View,Midday,5
CI-005720,JL-0253,CNT-007,2026-04-22,Save,Weekend,2
CI-005721,JL-0253,CNT-008,2026-03-24,View,Midday,5
CI-005722,JL-0253,CNT-007,2026-05-25,View,Morning,2
CI-005723,JL-0253,CNT-008,2026-02-21,Save,Morning,5
CI-005724,JL-0253,CNT-003,2026-02-11,View,Morning,2
CI-005725,JL-0253,CNT-007,2026-02-27,View,Midday,3
CI-005726,JL-0253,CNT-007,2026-02-20,Save,Unknown,4
CI-005727,JL-0253,CNT-002,2026-03-25,View,Evening,3
CI-005728,JL-0253,CNT-003,2026-05-19,Complete,Morning,1
CI-005729,JL-0253,CNT-007,2026-03-08,View,Evening,5
CI-005730,JL-0253,CNT-002,2026-04-02,View,Unknown,1
CI-005731,JL-0253,CNT-002,2026-05-14,View,Morning,3
CI-005732,JL-0253,CNT-002,2026-04-16,Search,Midday,5
CI-005733,JL-0253,CNT-003,2026-06-01,Search,Evening,5
CI-005734,JL-0253,CNT-002,2026-06-03,View,Morning,1
CI-005735,JL-0253,CNT-001,2026-05-27,View,Midday,4
CI-005736,JL-0253,CNT-002,2026-04-11,View,Weekend,3
CI-005737,JL-0253,CNT-007,2026-05-23,View,Unknown,1
CI-005738,JL-0253,CNT-007,2026-04-21,View,Midday,2
CI-005739,JL-0253,CNT-007,2026-03-22,Complete,Evening,4
CI-005740,JL-0253,CNT-003,2026-05-25,Complete,Evening,3
CI-005741,JL-0253,CNT-007,2026-04-15,Save,Midday,2
CI-005742,JL-0254,CNT-008,2026-03-07,Save,Weekend,3
CI-005743,JL-0254,CNT-002,2026-05-30,View,Unknown,3
CI-005744,JL-0254,CNT-009,2026-03-06,Dismiss,Midday,4
CI-005745,JL-0254,CNT-008,2026-04-18,Share,Midday,2
CI-005746,JL-0254,CNT-008,2026-04-19,Complete,Midday,4
CI-005747,JL-0254,CNT-002,2026-05-14,Complete,Evening,4
CI-005748,JL-0254,CNT-008,2026-05-08,Complete,Unknown,4
CI-005749,JL-0254,CNT-002,2026-03-24,Complete,Evening,5
CI-005750,JL-0254,CNT-005,2026-05-29,Complete,Morning,5
CI-005751,JL-0254,CNT-005,2026-03-13,View,Unknown,3
CI-005752,JL-0254,CNT-002,2026-05-09,View,Weekend,4
CI-005753,JL-0254,CNT-005,2026-05-06,Complete,Weekend,3
CI-005754,JL-0254,CNT-008,2026-03-05,Share,Unknown,2
